Event ID,Local Hits,Feed Hits,Recent Hits,Tags,Alert Sent
2840,1,0,0,[],False
2841,8,2,0,"['tlp:white', 'type:OSINT']",True
2842,1,0,0,[],False
2843,7,0,0,[],False
2844,22,0,0,[],False
2845,7,0,0,[],False
2846,23,0,0,[],False
2847,2,0,0,[],False
2848,51,0,0,[],False
2849,38,0,0,[],False
2850,39,0,0,[],False
2851,7,1,0,[],False
2852,1,0,0,[],False
2853,7,1,0,[],False
2854,321,0,0,[],False
2855,322,0,0,[],False
2856,323,0,0,[],False
2857,324,0,0,[],False
2858,325,0,0,[],False
2859,326,0,0,[],False
2860,327,0,0,[],False
2861,328,0,0,[],False
2862,329,0,0,[],False
2863,330,0,0,[],False
2864,331,0,0,[],False
2865,332,0,0,[],False
2866,333,0,0,[],False
2867,334,0,0,[],False
2868,1,0,0,[],False
2869,335,0,0,[],False
2870,336,0,0,[],False
2871,337,0,0,[],False
2872,338,0,0,[],False
2873,339,0,0,[],False
2874,340,0,0,[],False
2875,341,0,0,[],False
2876,342,0,0,[],False
2877,343,0,0,[],False
2878,344,0,0,[],False
2879,345,0,0,[],False
2880,346,0,0,[],False
2881,347,0,0,[],False
2882,348,0,0,[],False
2883,349,0,0,[],False
2884,350,0,0,[],False
2885,351,0,0,[],False
2886,352,0,0,[],False
2887,353,0,0,[],False
2888,354,0,0,[],False
2889,355,0,0,[],False
2890,356,0,0,[],False
2891,357,0,0,[],False
2892,61,0,0,[],False
2893,18,1,0,[],False
2894,17,0,0,[],False
2895,52,0,0,[],False
2896,3,0,0,[],False
2897,26,0,0,[],False
2898,27,2,2,[],False
2899,358,0,0,[],False
2900,359,0,0,[],False
2901,360,0,0,[],False
2902,361,0,0,[],False
2903,362,0,0,[],False
2904,363,0,0,[],False
2905,364,0,0,[],False
2906,365,0,0,[],False
2907,366,0,0,[],False
2908,367,0,0,[],False
2909,368,0,0,[],False
2910,369,0,0,[],False
2911,370,0,0,[],False
2913,371,0,0,[],False
2914,62,0,0,[],False
2915,10,0,0,[],False
2916,1,0,0,[],False
2918,372,0,0,[],False
2919,373,0,0,[],False
2920,374,0,0,[],False
2921,375,0,0,[],False
2922,376,0,0,[],False
2923,377,0,0,[],False
2924,378,0,0,[],False
2925,379,0,0,[],False
2926,380,0,0,[],False
2927,381,0,0,[],False
2928,382,0,0,[],False
2929,383,0,0,[],False
2930,384,0,0,[],False
2931,385,0,0,[],False
2932,386,0,0,[],False
2933,387,0,0,[],False
2934,388,0,0,[],False
2935,389,0,0,[],False
2936,390,0,0,[],False
2937,391,0,0,[],False
2938,392,0,0,[],False
2939,393,0,0,[],False
2940,394,0,0,[],False
2941,395,0,0,[],False
2942,396,0,0,[],False
2943,397,0,0,[],False
2944,398,0,0,[],False
2945,399,0,0,[],False
2946,400,0,0,[],False
2947,401,0,0,[],False
2948,402,0,0,[],False
2949,11,0,0,[],False
2950,403,0,0,[],False
2951,404,0,0,[],False
2952,405,0,0,[],False
2953,406,0,0,[],False
2955,407,0,0,[],False
2956,408,0,0,[],False
2957,409,0,0,[],False
2958,410,0,0,[],False
2959,411,0,0,[],False
2960,412,0,0,[],False
2961,413,0,0,[],False
2962,414,0,0,[],False
2963,415,0,0,[],False
2964,416,0,0,[],False
2965,417,0,0,[],False
2966,418,0,0,[],False
2967,53,0,0,[],False
2968,27,0,0,[],False
2969,63,0,0,[],False
2970,16,0,0,[],False
2971,24,0,0,[],False
2972,8,0,0,[],False
2973,54,0,0,[],False
2974,1,0,0,[],False
2975,40,0,0,[],False
2976,1,0,0,[],False
2977,1,0,0,[],False
2978,2,0,0,[],False
2979,2,0,0,[],False
2980,13,0,0,[],False
2981,16,0,0,[],False
2982,3,0,0,[],False
2983,3,0,0,[],False
2984,11,0,0,[],False
2985,1,0,0,[],False
2986,1,0,0,[],False
2987,4,0,0,[],False
2988,12,0,0,[],False
2989,2,0,0,[],False
2990,3,0,0,[],False
2991,1,0,0,[],False
2992,1,0,0,[],False
2993,10,0,0,[],False
2994,2,0,0,[],False
2995,5,0,0,[],False
2996,5,0,0,[],False
2997,419,0,0,[],False
2998,420,0,0,[],False
2999,5,0,0,[],False
3000,2,0,0,[],False
3001,4,0,0,[],False
3002,17,0,0,[],False
3003,3,0,0,[],False
3004,2,0,0,[],False
3005,9,0,0,[],False
3006,64,0,0,[],False
3007,421,0,0,[],False
3009,11,1,0,[],False
3010,6,0,0,[],False
3011,4,0,0,[],False
3012,4,0,0,[],False
3013,5,0,0,[],False
3014,19,1,0,[],False
3015,55,0,0,[],False
3016,4,0,0,[],False
3017,4,0,0,[],False
3018,422,0,0,[],False
3019,13,0,0,[],False
3020,423,0,0,[],False
3021,28,2,2,[],False
3022,3,0,0,[],False
3023,2,0,0,[],False
3024,6,0,0,[],False
3025,3,0,0,[],False
3026,6,0,0,[],False
3027,6,0,0,[],False
3028,1,0,0,[],False
3029,9,0,0,[],False
3030,3,0,0,[],False
3031,65,0,0,[],False
3032,11,0,0,[],False
3033,7,0,0,[],False
3034,18,0,0,[],False
3035,14,0,0,[],False
3036,12,0,0,[],False
