4135,1,0,0,[],False
4136,1,0,0,[],False
4137,19,0,0,[],False
4138,2,0,0,[],False
4139,1,0,0,[],False
4140,3,0,0,[],False
4141,1,0,0,[],False
4142,1,0,0,[],False
4143,196,0,0,[],False
4144,1,0,0,[],False
4145,1,0,0,[],False
4146,1,0,0,[],False
4147,1,0,0,[],False
4148,1,0,0,[],False
4149,1,0,0,[],False
4150,1,0,0,[],False
4151,1,0,0,[],False
4152,2,0,0,[],False
4153,1,0,0,[],False
4154,1,0,0,[],False
4155,1,0,0,[],False
4156,1,0,0,[],False
4157,1,1,1,[],True
4158,1,0,0,[],False
4159,1,0,0,[],False
4160,1,0,0,[],False
4161,1,0,0,[],False
4162,1,0,0,[],False
4163,1,0,0,[],False
4164,1,0,0,[],False
4165,2,0,0,[],False
4166,3,0,0,[],False
4167,197,0,0,[],False
4168,198,0,0,[],False
4169,1,0,0,[],False
4170,199,0,0,[],False
4171,1,0,0,[],False
4172,10,0,0,[],False
4173,11,0,0,[],False
4174,1,0,0,[],False
4175,1,0,0,[],False
4176,1,0,0,[],False
4177,1,0,0,[],False
4178,2,0,0,[],False
4179,3,0,0,[],False
4180,4,0,0,[],False
4181,1,0,0,[],False
4182,5,0,0,[],False
4183,6,0,0,[],False
4184,7,0,0,[],False
4185,8,0,0,[],False
4186,1,0,0,[],False
4187,1,0,0,[],False
4188,1,0,0,[],False
4189,2,0,0,[],False
4190,9,0,0,[],False
4191,1,0,0,[],False
4192,1,0,0,[],False
4193,10,0,0,[],False
4194,1,0,0,[],False
4195,1,0,0,[],False
4196,1,0,0,[],False
4197,1,0,0,[],False
4198,11,0,0,[],False
4199,1,0,0,[],False
4200,3,0,0,[],False
4201,1,0,0,[],False
4202,2,0,0,[],False
4203,1,0,0,[],False
4204,1,0,0,[],False
4205,1,0,0,[],False
4206,1,0,0,[],False
4207,1,0,0,[],False
4208,1,0,0,[],False
4209,1,0,0,[],False
4210,1,0,0,[],False
4211,1,0,0,[],False
4212,1,0,0,[],False
4213,200,0,0,[],False
4214,1,0,0,[],False
4215,1,0,0,[],False
4216,4,0,0,[],False
4217,1,0,0,[],False
4218,1,0,0,[],False
4219,1,0,0,[],False
4220,1,0,0,[],False
4221,1,0,0,[],False
4222,1,0,0,[],False
4223,1,0,0,[],False
4224,1,0,0,[],False
4225,1,0,0,[],False
4226,1,0,0,[],False
4227,1,0,0,[],False
4228,1,0,0,[],False
4229,1,0,0,[],False
4230,1,0,0,[],False
4231,2,0,0,[],False
4232,1,0,0,[],False
4233,1,0,0,[],False
4234,2,0,0,[],False
4235,1,0,0,[],False
4236,1,0,0,[],False
4237,9,0,0,[],False
4238,1,0,0,[],False
4239,1,0,0,[],False
4240,1,0,0,[],False
4241,1,0,0,[],False
4242,1,0,0,[],False
4243,10,0,0,[],False
4244,1,0,0,[],False
4245,2,0,0,[],False
4246,1,0,0,[],False
4247,1,0,0,[],False
4248,1,0,0,[],False
4249,1,0,0,[],False
4250,3,0,0,[],False
4251,1,0,0,[],False
4252,1,0,0,[],False
4253,1,0,0,[],False
4254,1,0,0,[],False
4255,1,0,0,[],False
4256,1,0,0,[],False
4257,2,0,0,[],False
4258,1,0,0,[],False
4259,3,0,0,[],False
4260,4,0,0,[],False
4261,1,0,0,[],False
4262,1,0,0,[],False
4263,1,0,0,[],False
4264,1,0,0,[],False
4265,1,0,0,[],False
4266,3,0,0,[],False
4267,2,0,0,[],False
4268,1,0,0,[],False
4269,3,0,0,[],False
4270,1,0,0,[],False
4271,4,0,0,[],False
4272,12,0,0,[],False
4273,1,0,0,[],False
4274,1,0,0,[],False
4275,1,0,0,[],False
4276,1,1,1,[],True
4277,1,0,0,[],False
4278,1,0,0,[],False
4279,1,0,0,[],False
4280,1,0,0,[],False
4281,1,0,0,[],False
4282,1,0,0,[],False
4283,1,0,0,[],False
4284,13,0,0,[],False
4285,1,0,0,[],False
4286,1,0,0,[],False
4287,1,0,0,[],False
4288,1,0,0,[],False
4289,1,0,0,[],False
4290,1,0,0,[],False
4291,1,0,0,[],False
4292,1,0,0,[],False
4293,1,0,0,[],False
4294,17,0,0,[],False
4295,1,0,0,[],False
4296,1,0,0,[],False
4297,1,0,0,[],False
4298,1,0,0,[],False
4299,1,0,0,[],False
4300,1,0,0,[],False
4301,1,0,0,[],False
4302,1,0,0,[],False
4303,1,0,0,[],False
4304,2,0,0,[],False
4305,4,0,0,[],False
4306,2,0,0,[],False
4307,1,0,0,[],False
4308,1,0,0,[],False
4309,1,0,0,[],False
4310,1,0,0,[],False
4311,1,0,0,[],False
4312,1,0,0,[],False
4313,1,0,0,[],False
4314,20,0,0,[],False
4315,2,0,0,[],False
4316,1,0,0,[],False
4317,1,0,0,[],False
4318,1,0,0,[],False
4319,3,0,0,[],False
4320,1,0,0,[],False
4321,3,0,0,[],False
4322,1,0,0,[],False
4323,2,0,0,[],False
4324,1,0,0,[],False
4325,4,0,0,[],False
4326,1,0,0,[],False
4327,1,0,0,[],False
4328,1,0,0,[],False
4329,4,0,0,[],False
4330,1,0,0,[],False
4331,1,0,0,[],False
4332,1,0,0,[],False
4333,1,0,0,[],False
4334,1,0,0,[],False
4335,1,0,0,[],False
4336,1,0,0,[],False
4337,2,0,0,[],False
4338,3,0,0,[],False
4339,1,0,0,[],False
4340,1,0,0,[],False
4341,3,0,0,[],False
4342,1,0,0,[],False
